0                            {"Emotions": ["confusion", "disappointment", "annoyance"]}           0          0      0          1         0       0          1          0       0               1            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
1                                     {"Emotions": ["curiosity", "caring", "optimism"]}           0          0      0          0         0       1          0          1       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
2                                   {"Emotions": ["approval", "curiosity", "optimism"]}           0          0      0          0         1       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
3                                            {\n"Emotions": ["optimism", "approval"]\n}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
5                                                      {\n"Emotions": ["neutrality"]\n}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
6                                      {"Emotions": ["approval", "caring", "optimism"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
7                               {\n"Emotions": ["disapproval", "anger", "annoyance"]\n}           0          0      1          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
8                                            {\n"Emotions": ["optimism", "approval"]\n}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
9   {\n"Emotions": [\n"optimism",\n"approval",\n"caring",\n"curiosity",\n"desire"\n]\n}           0          0      0          0         1       1          0          1       1               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
10                                     {"Emotions": ["approval", "caring", "optimism"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
11                        {\n  "Emotions": [\n    "disapproval",\n    "neutral"\n  ]\n}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
12                                     {"Emotions": ["approval", "caring", "optimism"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
13            {\n  "Emotions": [\n    "approval",\n    "desire",\n    "neutral"\n  ]\n}           0          0      0          0         1       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
14                                     {"Emotions": ["approval", "caring", "optimism"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
15                                  {"Emotions": ["approval", "curiosity", "optimism"]}           0          0      0          0         1       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
16                                 {\n"emotions": ["caring", "approval", "optimism"]\n}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
17                                           {\n  "Emotions": ["approval", "caring"]\n}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
18                   {\n"Emotions": [\n"disapproval",\n"disappointment",\n"anger"\n]\n}           0          0      1          0         1       0          0          0       0               1            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
19                                            {"Emotions": ["neutrality", "confusion"]}           0          0      0          0         0       0          1          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
20                                   {"Emotions": ["disapproval", "anger", "optimism"]}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
21                                     {"Emotions": ["approval", "optimism", "desire"]}           0          0      0          0         1       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
22                                      {"Emotions": ["approval", "desire", "neutral"]}           0          0      0          0         1       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
23                                  {"Emotions": ["disapproval", "anger", "annoyance"]}           0          0      1          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
24                                       {"Emotions": ["approval", "desire", "caring"]}           0          0      0          0         1       1          0          0       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
25                      {\n"Emotions": [\n  "approval",\n  "desire",\n  "neutral"\n]\n}           0          0      0          0         1       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
26                                     {"Emotions": ["approval", "caring", "optimism"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
27                              {\n"Emotions": ["anger", "disapproval", "annoyance"]\n}           0          0      1          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
28                                               {"Emotions": ["disapproval", "anger"]}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
29                                               {"Emotions": ["approval", "optimism"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
30                                               {"Emotions": ["approval", "optimism"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
31                                             {\n"Emotions": ["approval", "desire"]\n}           0          0      0          0         1       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
32                                     {"Emotions": ["approval", "caring", "optimism"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
33                                               {"Emotions": ["approval", "optimism"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
34                                             {"Emotions": ["neutral", "disapproval"]}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
35                                 {\n"Emotions": ["approval", "caring", "optimism"]\n}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
36                                     {"Emotions": ["approval", "caring", "optimism"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
37                                          {"Emotions": ["neutral", "disappointment"]}           0          0      0          0         0       0          0          0       0               1            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
38                           {\n"Emotions": [\n"approval",\n"optimism",\n"caring"\n]\n}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
39                             {\n"Emotions": ["approval", "admiration", "optimism"]\n}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
40                                                            {"Emotions": ["neutral"]}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
41                                                    {\n"Emotions": [\n"neutral"\n]\n}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
42                                               {"Emotions": ["optimism", "approval"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
43                               {"Emotions": ["annoyance", "disapproval", "optimism"]}           0          0      0          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
44                                 {\n"Emotions": ["caring", "desire", "neutrality"]\n}           0          0      0          0         0       1          0          0       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
45                                           {\n"Emotions": ["optimism", "approval"]\n}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
46                              {"Emotions": ["neutral", "disappointment", "optimism"]}           0          0      0          0         0       0          0          0       0               1            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        1  1
47                                     {"Emotions": ["approval", "optimism", "caring"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
48                              {\n"Emotions": ["curiosity", "desire", "neutrality"]\n}           0          0      0          0         0       0          0          1       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
49                                                 {"admiration": 0.5, "optimism": 0.8}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
