0                                                                                                                                                                   {\n  "emotions": ["caring", "disapproval"]\n}           0          0      0          0         1       1          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
1                                                                                                                                                        {\n  "emotions": ["neutral", "approval", "curiosity"]\n}           0          0      0          0         1       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
2                                                                                                                                                                                                  {"anger": 0.5}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
3                                                                                                                                                                            {"admiration": 0.8, "approval": 0.2}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
4                                                                                                                                                                                       {\n    "admiration": 1\n}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
5                                                                                                                                                                                                {"neutrality":1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
6                                                                                                                                                     {\n  "anger": 0.5,\n  "approval": 0.3,\n  "neutral": 0.2\n}           0          0      1          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
7                                                                                                                                            {\n    "anger": 0.5,\n    "disapproval": 0.3,\n    "neutral": 0.2\n}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
8                                                                                                                                                       {\n  "emotions": [\n    "approval",\n    "caring"\n  ]\n}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
9   {\n  "admiration": ["We have the space in the countryside to generate more than we consume."],\n  "approval": ["Let's do more than our part here.", "A new landscape is not necessarily a bad landscape."]\n}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
10                                                                                                                                                                                 {"anger": 0.5, "neutral": 0.5}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
11                                                                                                                                                                   {\n  "emotion": [\n    "disapproval"\n  ]\n}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
12                                                                                                                                                                                                 {"neutral": 1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
13                                                                                                                                                                                      {"emotions": ["neutral"]}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
14                                                                                                                                                                                                  {"neutral":1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
15                                                                                                                                                                                                 {"neutral": 1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
16                                                                                                                                                                                        {"emotion": "approval"}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
17                                                                                                                                                                                            {"admiration": 0.9}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
18                                                                                                                                                                        {\n"anger": 1.0,\n"disapproval": 1.0\n}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
19                                                                                                                                                             {"anger": 0.5, "disapproval": 0.2, "neutral": 0.3}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
20                                                                                                                                                                                                   {"anger": 1}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
21                                                                                                                                                             {"emotions": ["approval", "curiosity", "neutral"]}           0          0      0          0         1       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
22                                                                                                                                                                                  {\n  "emotion": "approval"\n}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
23                                                                                                                                                                                                 {"anger": 1.0}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
24                                                                                                                                                                                            {"admiration": 0.5}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
25                                                                                                                                                      {\n"emotions": [\n    "approval",\n    "neutrality"\n]\n}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
26                                                                                                                                                                                          {"emotion": "caring"}           0          0      0          0         0       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
27                                                                                                                                                                    {\n  "anger": 0.5,\n  "disapproval": 0.3\n}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
28                                                                                                                                                                             {"anger": 0.5, "disapproval": 0.5}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
29                                                                                                                                                                                            {"admiration": 0.5}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
30                                                                                                                                                                                        {"emotion": "approval"}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
31                                                                                                                                                                                         {"approvability": 0.5}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
32                                                                                                                                                                                                  {"neutral":1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
33                                                                                                                                                                       {"emotions": ["approval", "admiration"]}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
34                                                                                                                                                                        {\n"anger": 0.8,\n"disapproval": 0.2\n}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
35                                                                                                                                                                 {\n  "emotions": ["admiration", "approval"]\n}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
36                                                                                                                                                                                            {"admiration": 0.5}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
37                                                                                                                                                                                    {"anger":0.8,"neutral":0.2}           0          0      1          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
38                                                                                                                                                                     {\n  "emotions": ["approval", "caring"]\n}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
39                                                                                                                                                     {\n"admiration": 0.8,\n"approval": 0.7,\n"neutral": 0.5\n}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
40                                                                                                                                                                                  {\n  "emotion": "approval"\n}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
41                                                                                                                                                                 {\n  "emotions": ["disapproval", "neutral"]\n}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
42                                                                                                                                                                                                   {"joy": 0.9}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    1     0            0         0      0            0       0        0        0        0        0  1
43                                                                                                                                                                     {\n  "admiration": 1,\n  "annoyance": 2\n}           1          0      0          1         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
44                                                                                                                           {\n  "emotions": [\n    "curiosity",\n    "disappointment",\n    "annoyance"\n  ]\n}           0          0      0          1         0       0          0          1       0               1            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
45                                                                                                                                                                                          {\n"neutrality": 1\n}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
46                                                                                                                                                                           {"admiration": 0.5, "approval": 0.2}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
47                                                                                                                                                   {\n  "anger": 0.5,\n  "confusion": 0.2,\n  "neutral": 0.3\n}           0          0      1          0         0       0          1          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
48                                                                                                                                                                                      {"emotions": ["neutral"]}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
49                                                                                                                                                                                            {"admiration": 0.8}           1          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
