0   {"Emotions": ["neutral", "disappointment", "annoyance"]}           0          0      0          1         0       0          0          0       0               1            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
1           {"Emotions": ["confusion", "caring", "neutral"]}           0          0      0          0         0       1          1          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
2                    {"Emotions": ["approval", "curiosity"]}           0          0      0          0         1       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
3                       {"Emotions": ["approval", "caring"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
5                               {"Emotions": ["neutrality"]}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
7        {"Emotions": ["disapproval", "anger", "annoyance"]}           0          0      1          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
8                    {"Emotions": ["curiosity", "approval"]}           0          0      0          0         1       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
9        {"Emotions": ["approval", "optimism", "curiosity"]}           0          0      0          0         1       0          0          1       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
10                  {"Emotions": ["approval", "neutrality"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
11                {"Emotions": ["disapproval", "annoyance"]}           0          0      0          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
12                      {"Emotions": ["approval", "caring"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
13                      {"Emotions": ["approval", "caring"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
14                    {"Emotions": ["approval", "optimism"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
15                     {"Emotions": ["approval", "neutral"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
16                      {"Emotions": ["approval", "caring"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
17                  {"Emotions": ["approval", "admiration"]}           1          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
18                {"Emotions": ["annoyance", "disapproval"]}           0          0      0          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
19        {"Emotions": ["approval", "neutral", "confusion"]}           0          0      0          0         1       0          1          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
20                               {"anger":1,"disapproval":1}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
22                {"Emotions": ["annoyance", "disapproval"]}           0          0      0          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
23                    {"Emotions": ["anger", "disapproval"]}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
24           {"Emotions": ["approval", "caring", "neutral"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
25                      {"Emotions": ["approval", "desire"]}           0          0      0          0         1       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
26                      {"Emotions": ["approval", "desire"]}           0          0      0          0         1       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
27       {"Emotions": ["annoyance", "disapproval", "anger"]}           0          0      1          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
28                    {"Emotions": ["anger", "disapproval"]}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
29                                         {"approval": "1"}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
30                     {"Emotions": ["approval", "neutral"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1  1
31                    {"Emotions": ["approval", "optimism"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0  1
32                      {"Emotions": ["approval", "caring"]}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0  1
33                   {"Emotions": ["approval", "gratitude"]}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          1      0    0     0            0         0      0            0       0        0        0        0        0  1
