0   { "Annotator 1": ["disappointment", "annoyance", "disapproval"], \n"Annotator 2": ["confusion", "caring", "neutrality"], \n"Annotator 3": ["caring", "optimism", "neutral"], \n"Annotator 4": ["anger", "annoyance", "disapproval"], \n"Annotator 5": ["disappointment", "disapproval", "neutrality"] }       { "   1": ["disappointment", "annoyance", "disapproval"], \n"          2": ["confusion", "caring", "neutrality"], \n"                     3": ["caring", "optimism", "neutral"], \n"                   4": ["anger", "annoyance", "disapproval"], \n"   5": ["disappointment", "disapproval", "neutrality"] }
1                                                                                                                                                                                  { "Annotator 1": [null], "Annotator 2": [false], "Annotator 3": [false], "Annotator 4": [false], "Annotator 5": [null] }       { "                                             1": [null], "                                          2": [false], "                                                 3": [false], "                                                   4": [false], "                                            5": [null] }
2                                                                                                                  { "Annotator 1": ["approval", "optimism"], "Annotator 2": ["neutral"], "Annotator 3": ["approval", "caring"], "Annotator 4": ["curiosity"], "Annotator 5": ["approval", "realization"] }       { "                           1": ["approval", "optimism"], "                                      2": ["neutral"], "                                  3": ["approval", "caring"], "                                             4": ["curiosity"], "                       5": ["approval", "realization"] }
3                                                                                                                 { "Annotator 1": [ "approval", "caring" ], "Annotator 2": [ "approval" ], "Annotator 3": [ "optimism", "pride" ], "Annotator 4": [ "relief", "approval" ], "Annotator 5": [ "neutral" ] }       { "                           1": [ "approval", "caring" ], "                                   2": [ "approval" ], "                                 3": [ "optimism", "pride" ], "                                  4": [ "relief", "approval" ], "                                     5": [ "neutral" ] }
5                                                                                                               { "Annotator 1": ["confusion", "curiosity"], "Annotator 2": ["neutral"], "Annotator 3": ["curiosity", "optimism"], "Annotator 4": ["curiosity", "neutrality"], "Annotator 5": ["neutral"] }       { "                         1": ["confusion", "curiosity"], "                                      2": ["neutral"], "                               3": ["curiosity", "optimism"], "                               4": ["curiosity", "neutrality"], "                                       5": ["neutral"] }
7                                                             { "Annotator 1": ["disapproval", "annoyance", "anger"], "Annotator 2": ["annoyance", "disapproval"], "Annotator 3": ["annoyance", "disappointment"], "Annotator 4": ["anger", "disapproval"], "Annotator 5": ["disapproval", "nervousness"] }       { "              1": ["disapproval", "annoyance", "anger"], "                     2": ["annoyance", "disapproval"], "                         3": ["annoyance", "disappointment"], "                                  4": ["anger", "disapproval"], "                    5": ["disapproval", "nervousness"] }
8                                                                                                                                       {\n"Annotator 1": [false, true],\n"Annotator 2": [true],\n"Annotator 3": [false, true],\n"Annotator 4": [true, false, true],\n"Annotator 5": [false, false, true] }      {\n"                                     1": [false, true],\n"                                          2": [true],\n"                                          3": [false, true],\n"                                      4": [true, false, true],\n"                              5": [false, false, true] }
9                      { \n  "Annotator 1": ["approval", "caring", "optimism"], \n  "Annotator 2": ["curiosity", "desire", "approval"], \n  "Annotator 3": ["pride", "gratitude", "realization", "optimism"], \n  "Annotator 4": ["excitement", "caring", "approvance"], \n  "Annotator 5": ["neutral"] \n}   { \n  "             1": ["approval", "caring", "optimism"], \n  "          2": ["curiosity", "desire", "approval"], \n  "   3": ["pride", "gratitude", "realization", "optimism"], \n  "                4": ["excitement", "caring", "approvance"], \n  "                                     5": ["neutral"] \n}
10                                                                                                                                     { "Annotator 1": ["approval", "caring"], "Annotator 2": ["neutral"], "Annotator 3": ["approval", "care"], "Annotator 4": ["approval"], "Annotator 5": ["approval"] }       { "                             1": ["approval", "caring"], "                                      2": ["neutral"], "                                    3": ["approval", "care"], "                                              4": ["approval"], "                                      5": ["approval"] }
11                                                        { "Annotator 1": ["disapproval", "annoyance"], "Annotator 2": ["disapproval", "annoyance"], "Annotator 3": ["disappointment", "disapproval"], "Annotator 4": ["anger", "annoyance", "disapproval"], "Annotator 5": ["disapproval", "annoyance"] }       { "                       1": ["disapproval", "annoyance"], "                     2": ["disapproval", "annoyance"], "                       3": ["disappointment", "disapproval"], "                     4": ["anger", "annoyance", "disapproval"], "                      5": ["disapproval", "annoyance"] }
12                                                                                                                          { "Annotator 1": ["approval", "caring"], "Annotator 2": ["approval"], "Annotator 3": ["caring", "optimism"], "Annotator 4": ["approval", "pride"], "Annotator 5": ["neutral"] }       { "                             1": ["approval", "caring"], "                                     2": ["approval"], "                                  3": ["caring", "optimism"], "                                     4": ["approval", "pride"], "                                       5": ["neutral"] }
13                                                                                       { "Annotator 1": [ "approval", "desire" ], "Annotator 2": [ "approval", "caring" ], "Annotator 3": [ "optimism", "approval" ], "Annotator 4": [ "approval", "neutral" ], "Annotator 5": [ "approval", "caring" ] }       { "                           1": [ "approval", "desire" ], "                         2": [ "approval", "caring" ], "                              3": [ "optimism", "approval" ], "                                 4": [ "approval", "neutral" ], "                          5": [ "approval", "caring" ] }
14             {\n  "Annotator 1": ["approval", "caring", "optimism"],\n  "Annotator 2": ["approval", "curiosity", "optimism"],\n  "Annotator 3": ["pride", "realization", "optimism"],\n  "Annotator 4": ["excitement", "curiosity", "approval"],\n  "Annotator 5": ["caring", "curiosity", "approval"]\n}    {\n  "              1": ["approval", "caring", "optimism"],\n  "         2": ["approval", "curiosity", "optimism"],\n  "                 3": ["pride", "realization", "optimism"],\n  "                4": ["excitement", "curiosity", "approval"],\n  "              5": ["caring", "curiosity", "approval"]\n}
15                                                                    {\n  "Annotator 1": ["approval", "caring"],\n  "Annotator 2": ["approval", "neutral"],\n  "Annotator 3": ["optimism", "caring"],\n  "Annotator 4": ["approval", "caring", "realization"],\n  "Annotator 5": ["approval", "relief"]\n}    {\n  "                          1": ["approval", "caring"],\n  "                       2": ["approval", "neutral"],\n  "                               3": ["optimism", "caring"],\n  "                  4": ["approval", "caring", "realization"],\n  "                           5": ["approval", "relief"]\n}
