0                                                                                                                                                                                     { "Annotator 1": [false], "Annotator 2": [false], "Annotator 3": [false], "Annotator 4": [false], "Annotator 5": [false] }      { "                                     1": [false], "                                            2": [false], "                                           3": [false], "                                            4": [false], "                                           5": [false] }
1   {\n  "Annotator 1": ["caring", "approval", "curiosity"],\n  "Annotator 2": ["annoyance", "disappointment", "confusion"],\n  "Annotator 3": ["realization", "nervousness", "neutral"],\n  "Annotator 4": ["pride", "caring", "approval"],\n  "Annotator 5": ["curiosity", "nervousness", "disappointment"]\n}   {\n  "      1": ["caring", "approval", "curiosity"],\n  "    2": ["annoyance", "disappointment", "confusion"],\n  "      3": ["realization", "nervousness", "neutral"],\n  "                 4": ["pride", "caring", "approval"],\n  "   5": ["curiosity", "nervousness", "disappointment"]\n}
2                                                                     { "Annotator 1": ["approval", "optimism"], "Annotator 2": ["caring", "curiosity", "optimism"], "Annotator 3": ["approval", "realization"], "Annotator 4": ["nervousness", "pride"], "Annotator 5": ["approval", "gratitude", "optimism"] }      { "                    1": ["approval", "optimism"], "                2": ["caring", "curiosity", "optimism"], "                       3": ["approval", "realization"], "                           4": ["nervousness", "pride"], "             5": ["approval", "gratitude", "optimism"] }
3                                                         { "Annotator 1": ["approval", "caring", "realization"], "Annotator 2": ["caring", "approval"], "Annotator 3": ["optimism", "caring", "pride"], "Annotator 4": ["caring", "approval", "relief"], "Annotator 5": ["approval", "caring", "realization"] }      { "       1": ["approval", "caring", "realization"], "                             2": ["caring", "approval"], "                   3": ["optimism", "caring", "pride"], "                   4": ["caring", "approval", "relief"], "             5": ["approval", "caring", "realization"] }
5                                                                                           { "Annotator 1": ["neutral"], "Annotator 2": ["confusion", "curiosity"], "Annotator 3": ["approval", "caring", "neutral"], "Annotator 4": ["neutral", "nervousness"], "Annotator 5": ["realization", "neutrality"] }      { "                                 1": ["neutral"], "                         2": ["confusion", "curiosity"], "                 3": ["approval", "caring", "neutral"], "                         4": ["neutral", "nervousness"], "                     5": ["realization", "neutrality"] }
7                                                                { "Annotator 1": ["disapproval", "anger"], "Annotator 2": ["disapproval", "annoyance"], "Annotator 3": ["anger", "disappointment"], "Annotator 4": ["disapproval", "fear", "nervousness"], "Annotator 5": ["disapproval", "disgust", "anger"] }      { "                    1": ["disapproval", "anger"], "                       2": ["disapproval", "annoyance"], "                       3": ["anger", "disappointment"], "             4": ["disapproval", "fear", "nervousness"], "               5": ["disapproval", "disgust", "anger"] }
8                                                                                   { "Annotator 1": ["caring", "approval"], "Annotator 2": ["neutral"], "Annotator 3": ["approval", "caring", "optimism"], "Annotator 4": ["pride", "relief", "optimism"], "Annotator 5": ["gratitude", "approval", "caring"] }      { "                      1": ["caring", "approval"], "                                        2": ["neutral"], "                3": ["approval", "caring", "optimism"], "                    4": ["pride", "relief", "optimism"], "               5": ["gratitude", "approval", "caring"] }
9    { \n  "Annotator 1": [  "approval", "caring", "optimism" ], \n  "Annotator 2": [  "desire", "pride", "optimism" ], \n  "Annotator 3": [  "approval", "curiosity", "realization" ], \n  "Annotator 4": [  "admiration", "caring", "approval" ], \n  "Annotator 5": [  "approval", "relief", "optimism" ] \n}  { \n  "   1": [  "approval", "caring", "optimism" ], \n  "             2": [  "desire", "pride", "optimism" ], \n  "   3": [  "approval", "curiosity", "realization" ], \n  "        4": [  "admiration", "caring", "approval" ], \n  "           5": [  "approval", "relief", "optimism" ] \n}
10                                                                                                { "Annotator 1": ["approval", "caring"], "Annotator 2": ["approval", "neutrality"], "Annotator 3": ["approval", "optimism"], "Annotator 4": ["approvaion", "relief"], "Annotator 5": ["approval", "neutral"] }      { "                      1": ["approval", "caring"], "                         2": ["approval", "neutrality"], "                          3": ["approval", "optimism"], "                           4": ["approvaion", "relief"], "                           5": ["approval", "neutral"] }
11                                                        { "Annotator 1": ["disapproval", "annoyance"], "Annotator 2": ["disapproval", "annoyance"], "Annotator 3": ["disapproval", "annoyance", "caring"], "Annotator 4": ["anger", "annoyance", "disapproval"], "Annotator 5": ["disapproval", "annoyance"] }      { "                1": ["disapproval", "annoyance"], "                       2": ["disapproval", "annoyance"], "            3": ["disapproval", "annoyance", "caring"], "              4": ["anger", "annoyance", "disapproval"], "                      5": ["disapproval", "annoyance"] }
12                                               { "Annotator 1": [ "approval", "caring", "optimism" ], "Annotator 2": [ "approval", "caring" ], "Annotator 3": [ "approval", "caring", "relief" ], "Annotator 4": [ "approval", "caring", "excitement" ], "Annotator 5": [ "approval", "caring", "optimism" ] }      { "        1": [ "approval", "caring", "optimism" ], "                           2": [ "approval", "caring" ], "                3": [ "approval", "caring", "relief" ], "             4": [ "approval", "caring", "excitement" ], "              5": [ "approval", "caring", "optimism" ] }
13                                                                                                                                                                                                                                         { "Annotator 1": ["approval", "caring"], "Annotator 2": ["approv" ] }      { "                      1": ["approval", "caring"], "                                         2": ["approv" ] }                                                     None                                                      None                                                    None
14           {  "Annotator 1": [  "approval",  "caring",  "optimism" ],  "Annotator 2": [  "curiosity",  "desire",  "optimism" ],  "Annotator 3": [  "approval",  "realization",  "relief" ],  "Annotator 4": [  "approval",  "pride",  "optimism" ],  "Annotator 5": [  "approval",  "caring",  "curiosity" ] }     {  "    1": [  "approval",  "caring",  "optimism" ],  "          2": [  "curiosity",  "desire",  "optimism" ],  "       3": [  "approval",  "realization",  "relief" ],  "            4": [  "approval",  "pride",  "optimism" ],  "          5": [  "approval",  "caring",  "curiosity" ] }
15                                                                                                                                        { "Annotator 1": ["approval", "caring"], "Annotator 2": ["neutral"], "Annotator 3": ["approval"], "Annotator 4": ["approval", "caring"], "Annotator 5": ["approval"] }      { "                      1": ["approval", "caring"], "                                        2": ["neutral"], "                                      3": ["approval"], "                             4": ["approval", "caring"], "                                      5": ["approval"] }
16                                                            { "Annotator 1": ["approval", "caring", "optimism"], "Annotator 2": ["approval", "desire", "care"], "Annotator 3": ["approval", "care", "relief"], "Annotator 4": ["approval", "pride", "care"], "Annotator 5": ["approval", "care", "optimism"] }      { "          1": ["approval", "caring", "optimism"], "                     2": ["approval", "desire", "care"], "                    3": ["approval", "care", "relief"], "                      4": ["approval", "pride", "care"], "                  5": ["approval", "care", "optimism"] }
17                                                                                           { "Annotator 1": ["approval", "caring"], "Annotator 2": ["approval", "optimism"], "Annotator 3": ["approval", "caring"], "Annotator 4": ["pride", "approval", "caring"], "Annotator 5": ["approval", "gratitude"] }      { "                      1": ["approval", "caring"], "                           2": ["approval", "optimism"], "                            3": ["approval", "caring"], "                    4": ["pride", "approval", "caring"], "                         5": ["approval", "gratitude"] }
18                               { "Annotator 1": ["anger", "disapproval", "annoyance"], "Annotator 2": ["disgust", "embarrassment", "anger"], "Annotator 3": ["annoyance", "disapproval", "neutral"], "Annotator 4": ["anger", "disapproval", "sadness"], "Annotator 5": ["anger", "disapproval", "annoyance"]}      { "       1": ["anger", "disapproval", "annoyance"], "              2": ["disgust", "embarrassment", "anger"], "           3": ["annoyance", "disapproval", "neutral"], "                4": ["anger", "disapproval", "sadness"], "              5": ["anger", "disapproval", "annoyance"]}
19                                                                                                          { "Annotator 1": [false, false, false], "Annotator 2": [false, false, false], "Annotator 3": [false, false, false], "Annotator 4": [false, false, false], "Annotator 5": [false, false, false] }\n\n      { "                       1": [false, false, false], "                              2": [false, false, false], "                             3": [false, false, false], "                              4": [false, false, false], "                         5": [false, false, false] }\n\n
20                                         {"Annotator 1": ["approval", "desire", "optimism"], "Annotator 2": ["anger", "annoyance", "disapproval"], "Annotator 3": ["caring", "approval", "realization"], "Annotator 4": ["fear", "nervousness", "remorse"], "Annotator 5": ["pride", "optimism", "gratitude"]}       {"          1": ["approval", "desire", "optimism"], "              2": ["anger", "annoyance", "disapproval"], "             3": ["caring", "approval", "realization"], "                 4": ["fear", "nervousness", "remorse"], "                 5": ["pride", "optimism", "gratitude"]}
22                                                                                              { "Annotator 1": ["disapproval", "confusion"], "Annotator 2": ["annoyance", "disapproval"], "Annotator 3": ["approval", "caring"], "Annotator 4": ["anger", "fear", "disapproval"], "Annotator 5": ["neutral"] }      { "                1": ["disapproval", "confusion"], "                       2": ["annoyance", "disapproval"], "                            3": ["approval", "caring"], "                   4": ["anger", "fear", "disapproval"], "                                       5": ["neutral"] }
23                                                 {"Annotator 1": ["disappointment", "disapproval"], "Annotator 2": ["annoyance", "disapproval"], "Annotator 3": ["anger", "annoyance", "disapproval"], "Annotator 4": ["anger", "annoyance", "disapproval"], "Annotator 5": ["disappointment", "disapproval"]}       {"           1": ["disappointment", "disapproval"], "                       2": ["annoyance", "disapproval"], "             3": ["anger", "annoyance", "disapproval"], "              4": ["anger", "annoyance", "disapproval"], "                  5": ["disappointment", "disapproval"]}
24                                                                                       { "Annotator 1": [ "approval", "optimism" ], "Annotator 2": [ "caring", "approval" ], "Annotator 3": [ "approvaion", "pride" ], "Annotator 4": [ "nervousness", "optimism" ], "Annotator 5": [ "approval", "relief" ] }      { "                  1": [ "approval", "optimism" ], "                           2": [ "caring", "approval" ], "                         3": [ "approvaion", "pride" ], "                      4": [ "nervousness", "optimism" ], "                          5": [ "approval", "relief" ] }
25                                                                                                                               {\n  "Annotator 1": ["approval", "curiosity"],\n  "Annotator 2": ["approval"],\n  "Annotator 3": ["neutral"],\n  "Annotator 4": ["optimism"],\n  "Annotator 5": ["approval"]\n}   {\n  "                1": ["approval", "curiosity"],\n  "                                    2": ["approval"],\n  "                                    3": ["neutral"],\n  "                                    4": ["optimism"],\n  "                                     5": ["approval"]\n}
26                          {\n  "Annotator 1": ["approval", "caring", "desire"],\n  "Annotator 2": ["approval", "desire", "optimism"],\n  "Annotator 3": ["approval", "caring", "realization"],\n  "Annotator 4": ["approval", "excitement", "optimism"],\n  "Annotator 5": ["approval", "caring", "desire"]\n}   {\n  "         1": ["approval", "caring", "desire"],\n  "              2": ["approval", "desire", "optimism"],\n  "          3": ["approval", "caring", "realization"],\n  "          4": ["approval", "excitement", "optimism"],\n  "                 5": ["approval", "caring", "desire"]\n}
27                            { "Annotator 1": ["disapproval", "annoyance"], "Annotator 2": ["anger", "annoyance", "disapproval"], "Annotator 3": ["anger", "annoyance", "disapproval"], "Annotator 4": ["anger", "annoyance", "disapproval", "disgust"], "Annotator 5": ["anger", "annoyance", "disapproval"] }      { "                1": ["disapproval", "annoyance"], "              2": ["anger", "annoyance", "disapproval"], "             3": ["anger", "annoyance", "disapproval"], "   4": ["anger", "annoyance", "disapproval", "disgust"], "             5": ["anger", "annoyance", "disapproval"] }
28                                                                                                    { "Annotator 1": ["disapproval", "disappointment"], "Annotator 2": ["disapproval"], "Annotator 3": ["annoyance", "disapproval"], "Annotator 4": ["anger", "disapproval"], "Annotator 5": ["disapproval"] }      { "           1": ["disapproval", "disappointment"], "                                    2": ["disapproval"], "                      3": ["annoyance", "disapproval"], "                           4": ["anger", "disapproval"], "                                   5": ["disapproval"] }
29                                                                      { "Annotator 1": ["approval", "caring", "optimism"], "Annotator 2": ["approvability"], "Annotator 3": ["caring", "optimism"], "Annotator 4": ["approval", "excitement", "optimism"], "Annotator 5": ["approval", "caring", "optimism"] }      { "          1": ["approval", "caring", "optimism"], "                                  2": ["approvability"], "                            3": ["caring", "optimism"], "             4": ["approval", "excitement", "optimism"], "                5": ["approval", "caring", "optimism"] }
30                                                                                                                  { "Annotator 1": ["approval", "caring"], "Annotator 2": ["approval", "curiosity"], "Annotator 3": ["approval", "optimism"], "Annotator 4": ["pride", "relief"], "Annotator 5": ["neutral"] }      { "                      1": ["approval", "caring"], "                          2": ["approval", "curiosity"], "                          3": ["approval", "optimism"], "                                4": ["pride", "relief"], "                                       5": ["neutral"] }
31                                                       {\n"Annotator 1": ["approval", "caring", "realization"],\n"Annotator 2": ["approval", "caring"],\n"Annotator 3": ["approvaion", "pride", "realization"],\n"Annotator 4": ["optimism", "approval", "relief"],\n"Annotator 5": ["approval", "neutral"]\n}     {\n"      1": ["approval", "caring", "realization"],\n"                            2": ["approval", "caring"],\n"           3": ["approvaion", "pride", "realization"],\n"                4": ["optimism", "approval", "relief"],\n"                          5": ["approval", "neutral"]\n}
32                                                                        { "Annotator 1": ["approval", "caring", "neutral"], "Annotator 2": ["approval", "caring"], "Annotator 3": ["approval", "caring", "optimism"], "Annotator 4": ["approval", "caring", "relief"], "Annotator 5": ["approval", "caring"] }      { "           1": ["approval", "caring", "neutral"], "                             2": ["approval", "caring"], "                3": ["approval", "caring", "optimism"], "                   4": ["approval", "caring", "relief"], "                            5": ["approval", "caring"] }
33                                                                                                        { "Annotator 1": ["approval", "optimism"], "Annotator 2": ["approval", "gratitude"], "Annotator 3": ["approval", "optimism"], "Annotator 4": ["approval", "excitement"], "Annotator 5": ["approval"] }      { "                    1": ["approval", "optimism"], "                          2": ["approval", "gratitude"], "                          3": ["approval", "optimism"], "                         4": ["approval", "excitement"], "                                      5": ["approval"] }
34                                                                              { "Annotator 1": [ "caring", "approval" ], "Annotator 2": [ "disappointment", "annoyance", "disapproval" ], "Annotator 3": [ "caring", "relief" ], "Annotator 4": [ "fear", "disgust", "anger" ], "Annotator 5": [ "neutral" ] }      { "                    1": [ "caring", "approval" ], "   2": [ "disappointment", "annoyance", "disapproval" ], "                            3": [ "caring", "relief" ], "                     4": [ "fear", "disgust", "anger" ], "                                     5": [ "neutral" ] }
35                                                             { "Annotator 1": ["caring", "optimism"], "Annotator 2": ["approval", "caring", "excitement"], "Annotator 3": ["caring", "desire", "pride"], "Annotator 4": ["approval", "caring", "relief"], "Annotator 5": ["approvial", "caring", "optimism"] }      { "                      1": ["caring", "optimism"], "               2": ["approval", "caring", "excitement"], "                     3": ["caring", "desire", "pride"], "                   4": ["approval", "caring", "relief"], "               5": ["approvial", "caring", "optimism"] }
36                                            { "Annotator 1": ["caring", "approval", "optimism"], "Annotator 2": ["curiosity", "desire", "approval"], "Annotator 3": ["approval", "realization", "caring"], "Annotator 4": ["anger", "annoyance", "disapproval"], "Annotator 5": ["pride", "optimism", "joy"] }      { "          1": ["caring", "approval", "optimism"], "                2": ["curiosity", "desire", "approval"], "             3": ["approval", "realization", "caring"], "              4": ["anger", "annoyance", "disapproval"], "                      5": ["pride", "optimism", "joy"] }
37                                                                                                               { "Annotator 1": ["caring", "disappointment"], "Annotator 2": ["annoyance", "disapproval"], "Annotator 3": ["neutrality"], "Annotator 4": ["curiosity", "caring"], "Annotator 5": ["neutral"] }      { "                1": ["caring", "disappointment"], "                       2": ["annoyance", "disapproval"], "                                    3": ["neutrality"], "                            4": ["curiosity", "caring"], "                                       5": ["neutral"] }
38                                                                                        { "Annotator 1": ["approval", "optimism"], "Annotator 2": ["desire"], "Annotator 3": ["approval", "caring", "optimism"], "Annotator 4": ["nervousness", "pride"], "Annotator 5": ["approval", "fear", "nervousness"] }      { "                    1": ["approval", "optimism"], "                                         2": ["desire"], "                3": ["approval", "caring", "optimism"], "                           4": ["nervousness", "pride"], "               5": ["approval", "fear", "nervousness"] }
39                                    { "Annotator 1": ["approval", "desire", "caring"], "Annotator 2": ["approval", "caring", "pride"], "Annotator 3": ["approval", "caring", "optimism"], "Annotator 4": ["annoyance", "disappointment", "disapproval"], "Annotator 5": ["admiration", "caring", "optimism"] }      { "            1": ["approval", "desire", "caring"], "                    2": ["approval", "caring", "pride"], "                3": ["approval", "caring", "optimism"], "     4": ["annoyance", "disappointment", "disapproval"], "              5": ["admiration", "caring", "optimism"] }
40                                                                                                        { "Annotator 1": ["caring", "approval"], "Annotator 2": ["neutral"], "Annotator 3": ["caring", "approval"], "Annotator 4": ["approval", "relief"], "Annotator 5": ["caring", "approval", "optimism"] }      { "                      1": ["caring", "approval"], "                                        2": ["neutral"], "                            3": ["caring", "approval"], "                             4": ["approval", "relief"], "                5": ["caring", "approval", "optimism"] }
41                                                                     { "Annotator 1": ["disapproval", "annoyance"], "Annotator 2": ["fear", "disapproval"], "Annotator 3": ["caring", "disapproval"], "Annotator 4": ["anger", "disapproval", "annoyance"], "Annotator 5": ["disappointment", "disapproval"] }      { "                1": ["disapproval", "annoyance"], "                            2": ["fear", "disapproval"], "                         3": ["caring", "disapproval"], "              4": ["anger", "disapproval", "annoyance"], "                 5": ["disappointment", "disapproval"] }
42                                                                                     { "Annotator 1": ["approval", "caring", "optimism"], "Annotator 2": ["approval"], "Annotator 3": ["approval", "caring"], "Annotator 4": ["excitement", "approval", "optimism"], "Annotator 5": ["approval", "optimism"] }      { "          1": ["approval", "caring", "optimism"], "                                       2": ["approval"], "                            3": ["approval", "caring"], "             4": ["excitement", "approval", "optimism"], "                          5": ["approval", "optimism"] }
43                                                     {\n  "Annotator 1": ["annoyance", "disapproval"],\n  "Annotator 2": ["annoyance", "disapproval"],\n  "Annotator 3": ["annoyance", "disappointment"],\n  "Annotator 4": ["anger", "annoyance", "disapproval"],\n  "Annotator 5": ["caring", "approval"]\n}   {\n  "             1": ["annoyance", "disapproval"],\n  "                    2": ["annoyance", "disapproval"],\n  "                3": ["annoyance", "disappointment"],\n  "           4": ["anger", "annoyance", "disapproval"],\n  "                           5": ["caring", "approval"]\n}
44                                               { "Annotator 1": ["approval", "caring", "realization"], "Annotator 2": ["annoyance", "disappointment", "disapproval"], "Annotator 3": ["desire", "curiosity", "excitement"], "Annotator 4": ["anger", "annoyance", "disapproval"], "Annotator 5": ["neutral"] }      { "       1": ["approval", "caring", "realization"], "     2": ["annoyance", "disappointment", "disapproval"], "             3": ["desire", "curiosity", "excitement"], "              4": ["anger", "annoyance", "disapproval"], "                                       5": ["neutral"] }
45                                    {"Annotator 1": ["approval", "caring", "optimism"], "Annotator 2": ["approval", "curiosity", "desire"], "Annotator 3": ["pride", "approval", "realization"], "Annotator 4": ["approval", "nervousness", "excitement"], "Annotator 5": ["approval", "caring", "gratitude"]}       {"          1": ["approval", "caring", "optimism"], "                2": ["approval", "curiosity", "desire"], "              3": ["pride", "approval", "realization"], "          4": ["approval", "nervousness", "excitement"], "                5": ["approval", "caring", "gratitude"]}
46                                                 { "Annotator 1": ["approval", "caring", "disappointment"], "Annotator 2": ["approval", "caring"], "Annotator 3": ["approval", "curiosity", "relief"], "Annotator 4": ["nervousness", "pride", "optimism"], "Annotator 5": ["approval", "desire", "neutral"] }      { "    1": ["approval", "caring", "disappointment"], "                             2": ["approval", "caring"], "               3": ["approval", "curiosity", "relief"], "               4": ["nervousness", "pride", "optimism"], "                 5": ["approval", "desire", "neutral"] }
47                                                                                                                            { "Annotator 1": [ "approval", "caring" ], "Annotator 2": [ "approval" ], "Annotator 3": [ "approval" ], "Annotator 4": [ "approval", "optimism" ], "Annotator 5": [ "neutral" ] }      { "                    1": [ "approval", "caring" ], "                                     2": [ "approval" ], "                                    3": [ "approval" ], "                         4": [ "approval", "optimism" ], "                                     5": [ "neutral" ] }
