0                                                                                        { "Annotator 1": ["annoyance", "disapproval"], "Annotator 2": ["confusion", "disappointment"], "Annotator 3": ["caring", "optimism"], "Annotator 4": ["anger", "annoyance", "disapproval"], "Annotator 5": ["neutral"] }       { "                1": ["annoyance", "disapproval"], "                                 2": ["confusion", "disappointment"], "                                         3": ["caring", "optimism"], "                     4": ["anger", "annoyance", "disapproval"], "                                             5": ["neutral"] }
1      {\n    "Annotator 1": ["curiosity", "caring", "approval"],\n    "Annotator 2": ["disappointment", "annoyance", "disapproval"],\n    "Annotator 3": ["optimism", "pride", "realization"],\n    "Annotator 4": ["fear", "nervousness", "remorse"],\n    "Annotator 5": ["curiosity", "caring", "neutral"]\n}  {\n    "    1": ["curiosity", "caring", "approval"],\n    "             2": ["disappointment", "annoyance", "disapproval"],\n    "                      3": ["optimism", "pride", "realization"],\n    "                   4": ["fear", "nervousness", "remorse"],\n    "                     5": ["curiosity", "caring", "neutral"]\n}
2                                                                                      { "Annotator 1": ["approval", "curiosity"], "Annotator 2": ["neutral"], "Annotator 3": ["approval", "caring"], "Annotator 4": ["approval", "desire", "optimism"], "Annotator 5": ["approval", "excitement", "curiosity"] }       { "                   1": ["approval", "curiosity"], "                                                     2": ["neutral"], "                                         3": ["approval", "caring"], "                        4": ["approval", "desire", "optimism"], "                 5": ["approval", "excitement", "curiosity"] }
3                                                                   {\n    "Annotator 1": ["approval", "caring"],\n    "Annotator 2": ["approval", "curiosity"],\n    "Annotator 3": ["approval", "optimism"],\n    "Annotator 4": ["approval", "caring", "pride"],\n    "Annotator 5": ["approval", "caring"]\n}  {\n    "                 1": ["approval", "caring"],\n    "                                  2": ["approval", "curiosity"],\n    "                                  3": ["approval", "optimism"],\n    "                      4": ["approval", "caring", "pride"],\n    "                                 5": ["approval", "caring"]\n}
5                                                                  {\n"Annotator 1": ["curiosity", "realization"],\n"Annotator 2": ["approval", "caring", "neutral"],\n"Annotator 3": ["curiosity", "neutrality"],\n"Annotator 4": ["annoyance", "disappointment"],\n"Annotator 5": ["confusion", "curiosity"]\n}      {\n"               1": ["curiosity", "realization"],\n"                              2": ["approval", "caring", "neutral"],\n"                                   3": ["curiosity", "neutrality"],\n"                          4": ["annoyance", "disappointment"],\n"                             5": ["confusion", "curiosity"]\n}
7                                                          { "Annotator 1": ["disapproval", "anger"], "Annotator 2": ["annoyance", "disapproval", "fear"], "Annotator 3": ["approval", "caring"], "Annotator 4": ["anger", "disapproval", "remorse"], "Annotator 5": ["disapproval", "anger", "disappointment"] }       { "                    1": ["disapproval", "anger"], "                            2": ["annoyance", "disapproval", "fear"], "                                         3": ["approval", "caring"], "                       4": ["anger", "disapproval", "remorse"], "              5": ["disapproval", "anger", "disappointment"] }
8                                                                                                                                                                       { "Annotator 1": [false], "Annotator 2": [false], "Annotator 3": [false], "Annotator 4": [false], "Annotator 5": ["caring", "optimism"] }       { "                                     1": [false], "                                                         2": [false], "                                                        3": [false], "                                                   4": [false], "                                  5": ["caring", "optimism"] }
9                               { "Annotator 1": [ "optimism", "approval", "caring" ], "Annotator 2": [ "curiosity", "desire", "optimism" ], "Annotator 3": [ "gratitude", "pride", "relief" ], "Annotator 4": [ "excitement", "approval", "optimism" ], "Annotator 5": [ "caring", "optimism", "realization" ] }       { "        1": [ "optimism", "approval", "caring" ], "                           2": [ "curiosity", "desire", "optimism" ], "                             3": [ "gratitude", "pride", "relief" ], "                  4": [ "excitement", "approval", "optimism" ], "                 5": [ "caring", "optimism", "realization" ] }
10                                                                                                                           { "Annotator 1": ["approval", "caring"], "Annotator 2": ["approval", "optimism"], "Annotator 3": ["neutrality"], "Annotator 4": ["approval", "relief"], "Annotator 5": ["neutral"] }       { "                      1": ["approval", "caring"], "                                        2": ["approval", "optimism"], "                                                 3": ["neutrality"], "                                    4": ["approval", "relief"], "                                             5": ["neutral"] }
11                                                         { "Annotator 1": ["annoyance", "disapproval"], "Annotator 2": ["disapproval"], "Annotator 3": ["disappointment", "disapproval"], "Annotator 4": ["anger", "annoyance", "disapproval"], "Annotator 5": ["annoyance", "disappointment", "disapproval"] }       { "                1": ["annoyance", "disapproval"], "                                                 2": ["disapproval"], "                              3": ["disappointment", "disapproval"], "                     4": ["anger", "annoyance", "disapproval"], "          5": ["annoyance", "disappointment", "disapproval"] }
12                                                                                                                       {\n  "Annotator 1": ["approval", "caring"],\n  "Annotator 2": ["approval"],\n  "Annotator 3": ["approval", "optimism"],\n  "Annotator 4": ["neutral"],\n  "Annotator 5": ["approval"]\n}    {\n  "                   1": ["approval", "caring"],\n  "                                                 2": ["approval"],\n  "                                    3": ["approval", "optimism"],\n  "                                            4": ["neutral"],\n  "                                           5": ["approval"]\n}
13                                                                                                                                        { "Annotator 1": ["approval", "desire"], "Annotator 2": ["approval"], "Annotator 3": ["caring", "approval"], "Annotator 4": ["optimism"], "Annotator 5": ["approval"] }       { "                      1": ["approval", "desire"], "                                                    2": ["approval"], "                                         3": ["caring", "approval"], "                                              4": ["optimism"], "                                            5": ["approval"] }
14                                           { "Annotator 1": ["approval", "caring", "optimism"], "Annotator 2": ["curiosity", "realization", "approval"], "Annotator 3": ["approval", "care", "desire"], "Annotator 4": ["excitement", "pride", "approval"], "Annotator 5": ["approval", "caring", "optimism"] }       { "          1": ["approval", "caring", "optimism"], "                        2": ["curiosity", "realization", "approval"], "                                 3": ["approval", "care", "desire"], "                       4": ["excitement", "pride", "approval"], "                      5": ["approval", "caring", "optimism"] }
15                                                                           {\n  "Annotator 1": [ "approval", "caring" ],\n  "Annotator 2": [ "neutral" ],\n  "Annotator 3": [ "optimism", "realization" ],\n  "Annotator 4": [ "pride", "approvment" ],\n  "Annotator 5": [ "approval", "caring", "relief" ]\n}    {\n  "                 1": [ "approval", "caring" ],\n  "                                                2": [ "neutral" ],\n  "                               3": [ "optimism", "realization" ],\n  "                              4": [ "pride", "approvment" ],\n  "                     5": [ "approval", "caring", "relief" ]\n}
16                                                                                                              { "Annotator 1": ["approval", "optimism"], "Annotator 2": ["approval"], "Annotator 3": ["approval", "caring"], "Annotator 4": ["approval", "desire", "excitement"], "Annotator 5": ["approval"] }       { "                    1": ["approval", "optimism"], "                                                    2": ["approval"], "                                         3": ["approval", "caring"], "                      4": ["approval", "desire", "excitement"], "                                            5": ["approval"] }
17                                                                                         { "Annotator 1": ["approval", "caring", "optimism"], "Annotator 2": ["approval", "caring"], "Annotator 3": ["approval", "caring"], "Annotator 4": ["approval", "nervousness"], "Annotator 5": ["approval", "caring"] }       { "          1": ["approval", "caring", "optimism"], "                                          2": ["approval", "caring"], "                                         3": ["approval", "caring"], "                               4": ["approval", "nervousness"], "                                  5": ["approval", "caring"] }
18    {\n  "Annotator 1": [false],\n  "Annotator 2": [false, \n                  "disapproval"\n              ],\n  "Annotator 3": [\n    "anger", \n    "annoyance", \n    "disapproval"\n],\n  "Annotator 4": ["anger", "annoyance", "disapproval"],\n  "Annotator 5": ["anger", "annoyance", "disapproval"]\n}    {\n  "                                  1": [false],\n  "   2": [false, \n                  "disapproval"\n              ],\n  "   3": [\n    "anger", \n    "annoyance", \n    "disapproval"\n],\n  "                  4": ["anger", "annoyance", "disapproval"],\n  "                  5": ["anger", "annoyance", "disapproval"]\n}
19                      {"Annotator 1": ["approval", "caring", "curiosity"], \n"Annotator 2": ["annoyance", "disappointment"], \n"Annotator 3": ["confusion", "nervousness", "optimism"], \n"Annotator 4": ["anger", "annoyance", "disapproval"], \n"Annotator 5": ["approval", "caring", "curiosity", "relief"]}        {"       1": ["approval", "caring", "curiosity"], \n"                               2": ["annoyance", "disappointment"], \n"                     3": ["confusion", "nervousness", "optimism"], \n"                   4": ["anger", "annoyance", "disapproval"], \n"            5": ["approval", "caring", "curiosity", "relief"]}
