0       { "Annotator 1": ["caring", "curiosity", "disapproval"], "Annotator 2": ["annoyance", "disappointment", "disapproval"], "Annotator 3": ["caring", "confusion", "disapproval"], "Annotator 4": ["anger", "annoyance", "disapproval"], "Annotator 5": ["realization", "relief", "neutral"] }      { "    1": ["caring", "curiosity", "disapproval"], "   2": ["annoyance", "disappointment", "disapproval"], "             3": ["caring", "confusion", "disapproval"], "                     4": ["anger", "annoyance", "disapproval"], "                 5": ["realization", "relief", "neutral"] }
1      { "Annotator 1": ["approval", "caring", "curiosity"], "Annotator 2": ["annoyance", "disappointment"], "Annotator 3": ["confusion", "nervousness", "optimism"], "Annotator 4": ["anger", "annoyance", "disappointment"], "Annotator 5": ["approval", "caring", "curiosity", "nervousness"] }      { "       1": ["approval", "caring", "curiosity"], "                  2": ["annoyance", "disappointment"], "           3": ["confusion", "nervousness", "optimism"], "                  4": ["anger", "annoyance", "disappointment"], "   5": ["approval", "caring", "curiosity", "nervousness"] }
2                                                                                  { "Annotator 1": ["approval", "curiosity"], "Annotator 2": ["approvalse", "optimism"], "Annotator 3": ["caring", "realization"], "Annotator 4": ["pride", "approval"], "Annotator 5": ["approval", "neutral"] }      { "                 1": ["approval", "curiosity"], "                       2": ["approvalse", "optimism"], "                          3": ["caring", "realization"], "                                     4": ["pride", "approval"], "                              5": ["approval", "neutral"] }
3                                                                              { "Annotator 1": ["approval", "caring", "optimism"], "Annotator 2": ["approval", "caring"], "Annotator 3": ["caring", "realization"], "Annotator 4": ["pride", "approval"], "Annotator 5": ["approvament, pride"] }      { "        1": ["approval", "caring", "optimism"], "                           2": ["approval", "caring"], "                          3": ["caring", "realization"], "                                     4": ["pride", "approval"], "                               5": ["approvament, pride"] }
5                                                                                  { "Annotator 1": ["curiosity", "neutrality"], "Annotator 2": ["neutral", "realization"], "Annotator 3": ["confusion", "neutral"], "Annotator 4": ["neutral", "pride"], "Annotator 5": ["neutral", "optimism"] }      { "               1": ["curiosity", "neutrality"], "                       2": ["neutral", "realization"], "                           3": ["confusion", "neutral"], "                                      4": ["neutral", "pride"], "                              5": ["neutral", "optimism"] }
7                                                                                                                                    { "Annotator 1": [false, false], "Annotator 2": [false, false], "Annotator 3": [false, false], "Annotator 4": [false, false], "Annotator 5": [false, false] }      { "                            1": [false, false], "                                   2": [false, false], "                                     3": [false, false], "                                            4": [false, false], "                                       5": [false, false] }
8                                                                                               { "Annotator 1": ["curiosity", "approval"], "Annotator 2": ["caring", "optimism"], "Annotator 3": ["gratitude", "approval"], "Annotator 4": ["nervousness", "pride"], "Annotator 5": ["neutral"] }      { "                 1": ["curiosity", "approval"], "                           2": ["caring", "optimism"], "                          3": ["gratitude", "approval"], "                                  4": ["nervousness", "pride"], "                                          5": ["neutral"] }
9                                        {"Annotator 1": ["approval", "caring", "optimism"], \n"Annotator 2": ["approval", "caring"], \n"Annotator 3": ["pride", "optimism", "curiosity"], \n"Annotator 4": ["gratitude", "joy", "pride"], \n"Annotator 5": ["approval", "caring", "realization"]}       {"      1": ["approval", "caring", "optimism"], \n"                         2": ["approval", "caring"], \n"               3": ["pride", "optimism", "curiosity"], \n"                           4": ["gratitude", "joy", "pride"], \n"                 5": ["approval", "caring", "realization"]}
10                                                                                                              { "Annotator 1": ["approval", "caring"], "Annotator 2": ["approval"], "Annotator 3": ["neutral"], "Annotator 4": ["optimism", "approval"], "Annotator 5": ["approval", "relief"] }      { "                    1": ["approval", "caring"], "                                     2": ["approval"], "                                        3": ["neutral"], "                                  4": ["optimism", "approval"], "                               5": ["approval", "relief"] }
11                                                                      { "Annotator 1": ["approval", "disapproval"], "Annotator 2": ["annoyance", "disapproval"], "Annotator 3": ["neutral"], "Annotator 4": ["anger", "annoyance", "disapproval"], "Annotator 5": ["annoyance", "disapproval"] }      { "               1": ["approval", "disapproval"], "                     2": ["annoyance", "disapproval"], "                                        3": ["neutral"], "                     4": ["anger", "annoyance", "disapproval"], "                         5": ["annoyance", "disapproval"] }
12                                                                     { "Annotator 1": ["approval", "caring", "optimism"], "Annotator 2": ["approval", "desire", "caring"], "Annotator 3": ["neutrality"], "Annotator 4": ["approvalse, caring, optimism"], "Annotator 5": ["approval, relief"] }      { "        1": ["approval", "caring", "optimism"], "                 2": ["approval", "desire", "caring"], "                                     3": ["neutrality"], "                          4": ["approvalse, caring, optimism"], "                                 5": ["approval, relief"] }
13                                                                                { "Annotator 1": [ "approval", "caring" ], "Annotator 2": [ "neutral" ], "Annotator 3": [ "caring", "optimism" ], "Annotator 4": [ "desire", "optimism" ], "Annotator 5": [ "approval", "care", "excitement" ] }      { "                  1": [ "approval", "caring" ], "                                    2": [ "neutral" ], "                           3": [ "caring", "optimism" ], "                                  4": [ "desire", "optimism" ], "                 5": [ "approval", "care", "excitement" ] }
14                              {"Annotator 1": ["approval", "caring", "optimism"], \n"Annotator 2": ["approval", "caring", "curiosity"], \n"Annotator 3": ["approval", "careing", "realization"], \n"Annotator 4": ["pride", "optimism"], \n"Annotator 5": ["approval", "careing", "excitement"]}       {"      1": ["approval", "caring", "optimism"], \n"            2": ["approval", "caring", "curiosity"], \n"           3": ["approval", "careing", "realization"], \n"                                   4": ["pride", "optimism"], \n"                 5": ["approval", "careing", "excitement"]}
15                                                                               { "Annotator 1": ["approval", "caring"], "Annotator 2": ["approval", "realization"], "Annotator 3": ["approval", "optimism"], "Annotator 4": ["approval", "neutrality"], "Annotator 5": ["approval", "neutral"] }      { "                    1": ["approval", "caring"], "                      2": ["approval", "realization"], "                           3": ["approval", "optimism"], "                                4": ["approval", "neutrality"], "                              5": ["approval", "neutral"] }
16   { "Annotator 1": ["approval", "caring", "optimism"], "Annotator 2": ["curiosity", "desire", "approval"], "Annotator 3": ["approval", "caring", "relief"], "Annotator 4": ["approval", "caring", "nervousness", "optimism"], "Annotator 5": ["approval", "caring", "excitement", "optimism"] }      { "        1": ["approval", "caring", "optimism"], "              2": ["curiosity", "desire", "approval"], "                   3": ["approval", "caring", "relief"], "         4": ["approval", "caring", "nervousness", "optimism"], "     5": ["approval", "caring", "excitement", "optimism"] }
