0                                                                                                                                                                                                                                               {\n    "emotions": [\n        "neutral": "",\n        "annoyance": "",\n        "amusement": ""\n    ]\n}           0          1      0          1         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
1                                                                                                                                                                                                                                                                                                     {\n"emotions": ["confusion", "concern", "uncertainty"]\n}           0          0      0          0         0       0          1          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
2                                                                                                                                                                                                                                                                                                                                                {"neutral": 1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
3                                                                                                                                                                                                                                                                                                                                             {"neutral": true}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
5                                                                                                                                                                                                                                                                                                                                                {"neutral": 1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
6                                                                                                                                                                                                                                                                                                       {"disapproval":true,"satisfaction":true,"caution":true}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
7                                                                                                                                                                                                                                                                                                             {"disapproval":1,"frustration":1,"resignation":1}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
8                                                                                                                                                                                                                                                                                                           {"emotion": ["neutral", "frustration", "optimism"]}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        1
9                                                                                                                                                                                                                                                                                             {\n"pride": 1,\n"desire": 2,\n"optimism": 3,\n"disapproval": 4\n}           0          0      0          0         1       0          0          0       1               0            1        0              0           0     0          0      0    0     0            0         1      1            0       0        0        0        0        0
10                                                                                                                                                                                                                                                                                                                                            {"neutral": null}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
11                                                                                                                                                                                                                                                                                                                 {\n"disapproval"\n:null,\n"firmness":null\n}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
12                                                                                                                                                                                                                                                                                                                       {"caring":1,"optimism":1,"approval":1}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0
13                                                                                                                                                                                                                                                                                                                                {"disapproval":1,"neutral":1}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
14                                                                                                                                                                                                                                                                                                  {\n"disappointment": 1,\n"frustration": 1,\n"neutral": 1\n}           0          0      0          0         0       0          0          0       0               1            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
15                                                                                                                                                                                                                                                                                                                                       {"emotion": "neutral"}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
16                                                                                                                                                                                                                                                                                                                                            {"neutral": true}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
17                                                                                                                                                                                                                                                                                                                                    {"approval":1,"caring":1}           0          0      0          0         1       1          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
18                                                                                                                                                                                                                                                                                    {\n    "disapproval": true,\n    "annoyance": true,\n    "anger": true\n}           0          0      1          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
19                                                                                                                                                                                                                                                                                                          {\n"approval": 1,\n"fear": 1,\n"cautiousness": 1\n}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     1          0      0    0     0            0         0      0            0       0        0        0        0        0
20                                                                                                                                                                                                                                                                                                    {"anger": true, "disapproval": true, "desperation": true}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
21                                                                                                                                                                                                                                                                                                                                  {"anger":1,"disapproval":1}           0          0      1          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
22                                                                                                                                                                                                                                                                                                                                                {"neutral":1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
23                                                                                                                                                                                                                                                                                                                         {"anger": null, "disapproval": null}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
24                                                                                                                                                                                                                                                                                                            {\n"caution":1,\n"disapproval":1,\n"urgency":1\n}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
25                                                                                                                                                                                                                                                                                                                                {"optimism": 1, "neutral": 2}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        1
26                                                                                                                                                                                                                                                                                                                                    {"desire":1,"optimism":1}           0          0      0          0         0       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0
27                                                                                                                                                                                                                                                                                                                  {"disapproval":1,"annoyance":1,"neutral":1}           0          0      0          1         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
28  {"anger":0,"amusement":0,"annoyance":0,"approval":0,"caring":0,"confusion":0,"curiosity":0,"desire":0,"disappointment":0,"disapproval":1,"disgust":1,"embarrassment":0,"excitement":0,"fear":1,"gratitude":0,"grief":0,"joy":0,"love":0,"nervousness":0,"optimism":0,"pride":0,"realization":0,"relief":0,"remorse":0,"sadness":0,"surprise":0,"neutral":0}           0          1      1          1         1       1          1          1       1               1            1        1              1           1     1          1      1    1     1            1         1      1            1       1        1        1        0        1
29                                                                                                                                                                                                                                                                                                                                {\n"approval"\n: "neutral"\n}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
30                                                                                                                                                                                                                                                                                                                         {"approval": true, "optimism": true}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0
31                                                                                                                                                                                                                                                                                                                       {"concern":1,"approval":1,"neutral":1}           0          0      0          0         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
32                                                                                                                                                                                                                                                                                                                                                {"neutral":1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
33                                                                                                                                                                                                                                                                                                                         {"approval": null, "optimism": null}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
34                                                                                                                                                                                                                                                                                            {\n"emotions": [\n"neutral",\n"disapproval",\n"frustration"\n]\n}           0          0      0          0         1       0          0          0       0               0            1        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
35                                                                                                                                                                                                                                                                                                     {\n"desire": true,\n"optimism": true,\n"caring": true\n}           0          0      0          0         0       1          0          0       1               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0
36                                                                                                                                                                                                                                                                                                       {\n"concern": 1,\n"cautiousness": 1,\n"optimism": 1\n}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0
37                                                                                                                                                                                                                                                                                                                                {\n"neutral"\n    \n    : 1 }           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
38                                                                                                                                                                                                                                                                                                                                    {"optimism":1,"desire":1}           0          0      0          0         0       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         1      0            0       0        0        0        0        0
39                                                                                                                                                                                                                                                                                                             {\n"approval": 1,\n"desire": 1,\n"neutral": 1\n}           0          0      0          0         1       0          0          0       1               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
40                                                                                                                                                                                                                                                                                                                                               {"neutral": 1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
41                                                                                                                                                                                                                                                                                                                            {"annoyance": null, "fear": null}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        0
42                                                                                                                                                                                                                                                                                                                                               {"neutral": 1}           0          0      0          0         0       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
43                                                                                                                                                                                                                                                                                                                {"annoyance": 1, "approval": 1, "neutral": 0}           0          0      0          1         1       0          0          0       0               0            0        0              0           0     0          0      0    0     0            0         0      0            0       0        0        0        0        1
